0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-3.9,-6.63,-10.81509,-8.541,-3.9,-8.541,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.742947523409999,
-4.2,-4.2,-4.2,-7.140000000000001,-9.198,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,-0.351,0.0,0.0,
0.0,0.0,-0.3,0.0,-0.6509999999999999,0.0,0.0,0.0,
-0.6779999999999999,-0.3,-0.3,-0.3,0.0,-0.3,0.0,0.0,
-7.140000000000001,-7.140000000000001,-7.491,-9.198,-7.140000000000001,-9.198,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,-0.3,-0.3,0.0,0.0,
0.0,0.0,0.0,0.0,-0.3,-0.3,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.628,
-2.4,0.0,0.0,0.0,0.0,-2.4,0.0,0.0,
-2.1,0.0,-2.1,0.0,0.0,0.0,0.0,0.0,
-1.2,-1.2,0.0,-1.2,0.0,0.0,0.0,0.0,
0.0,-1.2,0.0,-1.2,-1.2,-1.2,0.0,0.0,
-3.5999999999999996,-7.883999999999999,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-6.119999999999999,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.983715864020894,
0.0,0.0,0.0,0.0,0.0,0.0,-6.6554400000000005,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,-0.32399999999999995,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.327,0.0,0.0,0.3,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,1.9984041546740472,0.0,1.02,0.0,0.0,
0.0,0.3,0.51,0.9967047243381792,0.0,0.381,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.084100999999999E-4,0.0,0.0,0.0,5.338782206099997E-4,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,3.9984360715805662,0.0,
0.0,0.0,0.8999999999999999,0.0,1.5299999999999998,0.0,0.0,0.0,
